ID,ACCOUNTID,DATE,QUERY,TEXT,LABEL
"1909","jameandersonaia","#BlackLivesMatter",2020-08-31 18:49:29.0,"RT MZProperties Societys Cage installation opened on the National Mall Visitors are encouraged to hold their breath as long as they can", "0"
"1910","kikiphotog","#BlackLivesMatter",2020-08-31 18:49:16.0,"AsmNazarian VOTE YES ON SB731 Officers who kill people shouldnt keep their jobs guns or badges decertifydirtycops BlackLivesMatter", "0"
"1911","double_whammied","#BlackLivesMatter",2020-08-31 18:49:15.0,"Thank you IssakaMD for sharing crucial info on colorectal cancer risk in AfricanAmericans BlackLivesMatter publichealthmatters genesdontfit eprescot CRCSM RipChadwickBosman ", "0"
"1912","KENNIS104FM","#BlackLivesMatter",2020-08-31 18:49:11.0,"NPONKENNISFM   Funmilayo   By BaptistaOnMic      On KennisEveningDrive Brandnewgospel  With  oluwaseyismile  Cckennismusic    Whenyousaykennisyouthinkmusic Staysafe BlackLivesMatter MondayVibes ", "0"
"1913","_Death_Hack_","#BlackLivesMatter",2020-08-31 18:49:10.0,"RT TiredOfNYC gotafria3 TrumpRulzz georgegalloway Typical BlackLivesMatter and Antifa Pussies hit and run only coming back when", "0"
"1914","NoudHovius","#BlackLivesMatter",2020-08-31 18:49:10.0,"JoeKing3333 wwsnoopy1 As long as I have a voice and I can make some noise Ill be singing against racism and the big boys that profit from it  BlackLivesMatter INDIGENOUS elections racism VoteThemOut", "0"
"1915","PRAISETRIUNEGOD","#BlackLivesMatter",2020-08-31 18:49:08.0,"RT PRAISETRIUNEGOD BIDENs DEAL with the DEVIL  SoldHisSoul Civil rights attorney Leo Terrell sounded off on JoeBiden and the Black", "0"
"1916","idpetition","#BlackLivesMatter",2020-08-31 18:49:07.0,"Mathgarden jkenney LeslynLewis ableg abed congress senate Cc  SecretaryCarson SecPompeo   I suggest you donate some of your book royalties to good people like Mully watch the movie everyone it is one of the greatest documentaries of the century for BlackLivesMatter  ", "0"
"1917","EarlsMaddenLG","#BlackLivesMatter",2020-08-31 18:49:05.0,"7 Days until Week 1 of Earls Madden League madden20 madden21 madden maddenmobile nfl superbowl BlackLivesMatter FixMaddenFranchise nfldropeaEAMaddenNFL Nfl Browns  bakermayfield   Graphic Work done by  EvanHuebner  ", "0"
"1918","JonKFaibvre","#BlackLivesMatter",2020-08-31 18:49:03.0,"NBA thank you for all of your support Thank you for moving the message forward for Equality  BlackLivesMatter Shout out to all of the  basketball arena owners who will offer their stadiums as polling places MarcLasry and othersI am and will continue to be a lifelong fan", "0"
"1919","GuadalupeRodrg2","#BlackLivesMatter",2020-08-31 18:49:00.0,"RT NadineElEnany Want to be moved and inspired by what sister solidarity looks and sounds like  SistahSpace BlackLivesMatterUK Blac", "0"
"1920","endracismforev1","#BlackLivesMatter",2020-08-31 18:48:58.0,"For the life of me I still cant figure out why California is still name the most progressive state in AmericaBlackLivesMatterEndRacismForever ", "0"
"1921","OrcaUn","#BlackLivesMatter",2020-08-31 18:48:57.0,"I had a friend We havent really talked since I learned who he voted for in 2016 We had a discussionseveral I cant respect anyone who can make that choice and presently defend itmorals and values arent the same No respect VoteBidenHarris2020 BlackLivesMatter", "0"
"1922","RealLilTrump","#BlackLivesMatter",2020-08-31 18:48:53.0,"MSNBC BlackLivesMatter march this weekend What are they saying ", "0"
"1923","ZEINAAB_313","#BlackLivesMatter",2020-08-31 18:48:51.0,"What does freedom mean  It means that human beings can live with whatever religion they have  Every day oppression increases and we have no choice but to pray for a savior to come SwedenBlackLivesMatter ", "0"
"1924","BTownBoiler","#BlackLivesMatter",2020-08-31 18:48:50.0,"StarTribune These business owners and their insurance companies should file lawsuits against BlackLivesMatter leadership and the Minnesota Democrat Party and bankrupt them all straight to hell BLMTerrrorists", "0"
"1925","odetomedusa","#BlackLivesMatter",2020-08-31 18:48:46.0,"Oscar Grant was face down  cuffed Philando Castile was reaching for his license 12 year old Tamir Rice was playing  shot without warning Trayvon Martin was stalked by someone told to stand down Breonna Taylor was asleep in her bed BlackLivesMatter ", "0"
"1926","kikiphotog","#BlackLivesMatter",2020-08-31 18:48:44.0,"AsmJesseGabriel VOTE YES ON SB731 Officers who kill people shouldnt keep their jobs guns or badges decertifydirtycops BlackLivesMatter", "0"
"1927","AudreyBowden14","#BlackLivesMatter",2020-08-31 18:48:39.0,"RT WUBulldogs Black Lives Matter It was a truly special and powerful day at WingateUniv BlackLivesMatterOneDog   https", "0"
"1928","WonderWoman2KAG","#BlackLivesMatter",2020-08-31 18:48:29.0,"RT Train2ETRAINSP1 joshdcaplan WallenJaime 44 different cities and the people chose Kenosha for a vacation  KenoshaRiots When will", "0"
"1929","AuthorJoeNBrown","#BlackLivesMatter",2020-08-31 18:48:29.0,"Wisconsin is showing a drop in the approval for the BlackLivesMatter Movement I guess they approve of the police   having a license to kill Black Lives  Meanwhile BreonnaTaylorWasMurdered and her killer cops are still free and JacobBlake is paralyzed in the hospital ", "0"
"1930","tahDeetz","#BlackLivesMatter",2020-08-31 18:48:28.0,"BlackLivesMatter Leader Rallies A Crowd By Talking About Putting Cops In The Fking Ground  via weaselzippers", "0"
"1931","Hawthorne_PS","#BlackLivesMatter",2020-08-31 18:48:24.0,"RT HAWPSLibrarian The Truth Is BlackLivesMatter ", "0"
"1932","IhsanAlkhatib","#BlackLivesMatter",2020-08-31 18:48:22.0,"Response fails all lessons of effective crisis management Its bizarre KenoshaProtests KenoshaShooting KenoshaRiots BlackLivesMatter ", "0"
"1933","davvydmoore","#BlackLivesMatter",2020-08-31 18:48:21.0,"RT stumbue White cops in the US are racist to the core there is nothing more to say they would have neva done this if it was a white t", "0"
"1934","TamikaShawBLM","#BlackLivesMatter",2020-08-31 18:48:18.0,"africanarchives They still doin it but they call it plnnd parmthood n convincin us to do it Smdh BlackLivesMatter", "0"
"1935","readerofbooks27","#BlackLivesMatter",2020-08-31 18:48:17.0,"RT LilyMeade Our new website is live Were a Black Owned small business we sell custom fabric face masks made from a medical official d", "0"
"1936","FizzleTod","#BlackLivesMatter",2020-08-31 18:48:16.0,"RT PetersonMatthew BLM BaldLivesMatter Oh and pepsi nice 400MM donation to the selfproclaimed Marxist org BlackLivesMatter wh", "0"
"1937","55andwhat","#BlackLivesMatter",2020-08-31 18:48:08.0,"RT gdead This is incredibly powerful This is an incredible moment in our country blacklivesmatter Crazy respect for the NBA WNBA and", "0"
"1938","chrisinthelou","#BlackLivesMatter",2020-08-31 18:48:07.0,"We cant let TreyfordPellerin be forgotten We dont need a viral video to demand justice BlackLivesMatter AbolishThePolice ", "0"
"1939","JohnnyS65710620","#BlackLivesMatter",2020-08-31 18:48:07.0,"RT justin5100 Sad sad sad So glad to be bringing awareness to this situation BLACKLIVESMATTER ", "0"
"1940","cates_leah","#BlackLivesMatter",2020-08-31 18:48:06.0,"Anyone else in favor of changing the US national anthem from The StarSpangled Banner to JanelleMonaes Americans BlackLivesMatter genderequity EqualityForAll", "0"
"1941","BizSuperstar","#BlackLivesMatter",2020-08-31 18:48:04.0,"RT westfaironline Suite Talk Valerie A Cooper founding owner of Picture That Art Consultants  via picturethatl", "0"
"1942","storylaura","#BlackLivesMatter",2020-08-31 18:48:03.0,"barkagainstthedarkWhats the world for if you cant make it up the way you want itToni Morrison blacklivesmatter ", "0"
"1943","PullmanWA","#BlackLivesMatter",2020-08-31 18:48:02.0,"RT PullmanWA Pullman police committee to host major open forum discussing policies community concerns in November planning it starts Se", "0"
"1944","William21944137","#BlackLivesMatter",2020-08-31 18:48:02.0,"and keep the focus on TrumpVirusDeathToll183K COVID19 AND BlackLivesMatter There must be something big that is coming out against Trump hence the twitter raging Maybe TrumpCrimeSyndicate information ", "0"
"1945","davidstehle","#BlackLivesMatter",2020-08-31 18:48:00.0,"Gov Evers letter to Trump asks him to reconsider visit to KenoshaGov Evers I am concerned your presence will only hinder our healingWhite House We are humbled by the inviteBlackLivesMatter dont matter to Trump Publicity stunts do ", "0"
"1946","ice77_7","#BlackLivesMatter",2020-08-31 18:47:58.0,"envxavier Yall see him Im only 15 BlackLivesMatter kpopstans KPOP kpopfans jiminfanart JIMIN BLACKPINK jungkoook LGBTQpride LGBT NickiMinaj Barbz ArianaGrande TaylorSwift Beyonce Gayrights TrumpIsARacist DonaldTrump Conservative MAGA2020", "0"
"1947","RowdyMaya","#BlackLivesMatter",2020-08-31 18:47:54.0,"RT sawyerdailey Justice for Jamarion Robinson He was shot 76 times at his friends home by a US Marshall task force with no search warran", "0"
"1948","YtAirplane","#BlackLivesMatter",2020-08-31 18:47:49.0,"RT moneyfirstralph realDonaldTrump Your day will come hopefully soon BlackLivesMatter ", "0"
"1949","yogimclovin","#BlackLivesMatter",2020-08-31 18:47:47.0,"Look I have never shed a tear while recording but I let down my walls and was honest while doing thishope you enjoy and if you do share with a friend BlackLivesMatter ", "0"
"1950","Demoncrat2","#BlackLivesMatter",2020-08-31 18:47:46.0,"Bobby02470295 NRA Are you black If yes then a cop might murder you philandocastille blacklivesmatter", "0"
"1951","Positiph","#BlackLivesMatter",2020-08-31 18:47:46.0,"If you are protesting in la get the citizen app Two protesters were shot off de Soto and Ventura yesterday by trump supporters rolling around with NO PLATES  Please be safe BlackLivesMatter", "0"
"1952","lumifang177","#BlackLivesMatter",2020-08-31 18:47:42.0,"TW  Loud noises yellingcheeringIm absolutely losing my mind at this video It was the first thing I saw when I opened up TikTok The band kids really be out here helping us with the BlackLivesMatter movement  ", "0"
"1953","bubu_Belfast","#BlackLivesMatter",2020-08-31 18:47:41.0,"RT belfastbears Its the start of PrideMonth Happy pride to everyone Given whats happening in the world we want to say that we stand", "0"
"1954","HenleyBucks","#BlackLivesMatter",2020-08-31 18:47:38.0,"RT DukeWBB Its necessary its urgent and it supersedes anything in our life right nowTheres nothing more important than equality a", "0"
"1955","LongIslandCPUSA","#BlackLivesMatter",2020-08-31 18:47:37.0,"Protesters held a marchrally in Merrick LongIsland on August 26th in solidarity with JacobBlake BlackLivesMatter LongIslandProtests  ", "0"
"1956","bubu_Belfast","#BlackLivesMatter",2020-08-31 18:47:34.0,"RT belfastbears We want to give our support to blacklivesmatter Black Asian and Minority ethnic people should not be in fear of their p", "0"
"1957","dinerlee","#BlackLivesMatter",2020-08-31 18:47:32.0,"RT SilentSamIAm 3 cw Violent threats towards protesters RaleighBackTheBlueNC members say they should take out run over hose use d", "0"
"1958","MissGuevara_","#BlackLivesMatter",2020-08-31 18:47:27.0,"RT SButtrug I hope that the girl JacobBlake raped and brutalized sue the hell out of him for 15 million gofundme dollarsgofundme ", "0"
"1959","JohnPark214","#BlackLivesMatter",2020-08-31 18:47:22.0,"GOP PressSec he will talk to the neonazis there right to start the civil war Resist BlackLivesMatter", "0"
"1960","GwRodham","#BlackLivesMatter",2020-08-31 18:47:21.0,"We are so proud to be the newest members of the BCAC BlackLivesMatter COVID19 healthcare healthy StrongTogether ", "0"
"1961","Yaye_fatous","#BlackLivesMatter",2020-08-31 18:47:21.0,"RT WNba221 This is More Than Basketball BlackLivesMatter ", "0"
"1962","TheJustJacobPod","#BlackLivesMatter",2020-08-31 18:47:12.0,"RT ACSfessions This week in West Croydon South LondonAfter all the protests world wide you will think theyll changeBlackLivesMa", "0"
"1963","sfanetti","#BlackLivesMatter",2020-08-31 18:47:08.0,"RT ElloBaby75 Thank you kennedyrwrites for putting this long time racists name out there No more an author said  but Jamie McGuire", "0"
"1964","jerkvul","#BlackLivesMatter",2020-08-31 18:47:06.0,"hey yall if youre interested in donating hit up my instagram story BlackLivesMatter  ig jerkvul ", "0"
"1965","plumblossomtree","#BlackLivesMatter",2020-08-31 18:46:55.0,"Absolutely BlackLivesMatter ", "0"
"1966","SButtrug","#BlackLivesMatter",2020-08-31 18:46:54.0,"I hope that the girl JacobBlake raped and brutalized sue the hell out of him for 15 million gofundme dollarsgofundme BlackLivesMatter", "0"
"1967","steenah3","#BlackLivesMatter",2020-08-31 18:46:44.0,"realDonaldTrump If you didnt express your racist views we would have a lot less white supremacists coming at minorities boldly  You made it okay for these people to express their racism loud  proud  BlackLivesMatter ", "0"
"1968","MrsErinWomble","#BlackLivesMatter",2020-08-31 18:46:44.0,"RT MsLundy2 First day of virtual teacher week It warms my heart to spend time working with my coworkers to continue the work of antira", "0"
"1969","Wenani_Wafula","#BlackLivesMatter",2020-08-31 18:46:43.0,"RT LarryMadowo On Saturday I spoke to TheRevAl Sharpton in New York about police brutality in America and BlackLivesMatterOn Sunday", "0"
"1970","xycochik","#BlackLivesMatter",2020-08-31 18:46:42.0,"realTuckFrumper TrumpIsAnAuthoritarian Its people like HIM inciting Violence  HATRED with their ugly RED HATS DumpTrump RegisterToVote VoteEarly2020 VoteOutRacism VoteHimOut TrumpRiots TrumpHasNoPlan blacklivesmatter JusticeForBreonnaTaylor JusticeForJake JusticeForGeorgeFloyd", "0"
"1971","KENNIS104FM","#BlackLivesMatter",2020-08-31 18:46:42.0,"NPONKENNISFM   No Fit Vex By burnaboy      On KennisEveningDrive Brandnewsong  With WF DEEJAYXCHRIS X oluwaseyismile  Cckennismusic    Whenyousaykennisyouthinkmusic Staysafe BlackLivesMatter MondayVibes ", "0"
"1972","MonaPMicah","#BlackLivesMatter",2020-08-31 18:46:41.0,"RT zenmagafrica Denim goals on Anna ZenMagazine BlackLivesMatter ", "0"
"1973","EbankLady","#BlackLivesMatter",2020-08-31 18:46:37.0,"RT EbankLady ABC Black People are dying of COVID19 by the TENS OF THOUSANDS and being Murdered by WHITE SUPREMIST COPS Call WHITE SUP", "0"
"1974","McArthur_Keenan","#BlackLivesMatter",2020-08-31 18:46:32.0,"RT nedrowdavid Pretty shocking to see chsdmurray and ChardonSchools  have not acknowledged the criticisms from students and alumni ab", "0"
"1975","ClarkReidSF","#BlackLivesMatter",2020-08-31 18:46:29.0,"RT RepSwalwell Ive grown up seeing the best in cops  my dad my brothers But thats not Black Americas experience They experience a", "0"
"1976","EstherNMNLim","#BlackLivesMatter",2020-08-31 18:46:13.0,"Im still bothered by this CalStateLA is 1 pitting Asians against Blacks  2 Stewart Koh really needs to drop his ego step aside and stand in solidarity with DocMellyMel and BlackLivesMatter EthnicStudies ", "0"
"1977","mollysmcdonough","#BlackLivesMatter",2020-08-31 18:46:11.0,"DonaldJTrumpJr JoeBiden KamalaHarris A white supremacist supporter of racist realDonaldTrump MURDERED TWO PEOPLE In Kenosha BidenHarrisToSaveAmerica BlackLivesMatter", "0"
"1978","IreneUnfiltered","#BlackLivesMatter",2020-08-31 18:46:11.0,"RT basemn63  This is not in Minnesota or Wisconsin  it is in occupied Jerusalem  but the same school of racism and hatred An", "0"
"1979","jengrimes8","#BlackLivesMatter",2020-08-31 18:46:10.0,"RT raelisavitt Watch This EnoughIsEnough stopkillingblackpeople BlackLivesMatter", "0"
"1980","krislovestennis","#BlackLivesMatter",2020-08-31 18:46:09.0,"RT USLatino mehdirhasan Exactly mehdirhasan Hes using the image of a black man attacking a white person to stoke fear anger and", "0"
"1981","ppolitics","#BlackLivesMatter",2020-08-31 18:46:07.0,"But ATT gets to launder its brands reputation through NBA sponsorships simply by not repudiating the BlackLivesMatter movementThe cost of taking over NBA sponsorships is minimal compared to  benefit of defending its regional broadband monopolies", "0"
"1982","KENNIS104FM","#BlackLivesMatter",2020-08-31 18:46:07.0,"NPONKENNISFM    NOBODY  By patorankingfire      On KennisEveningDrive Brandnewsong  With WF DEEJAYXCHRIS X oluwaseyismile  Cckennismusic    Whenyousaykennisyouthinkmusic Staysafe BlackLivesMatter MondayVibes ", "0"
"1983","LunaFrizzle","#BlackLivesMatter",2020-08-31 18:46:05.0,"Oh and all lives wont matter till BlackLivesMatter", "0"
"1984","Ann7837","#BlackLivesMatter",2020-08-31 18:46:05.0,"We keep loving this country  We keep serving this countryWhy does America not love us backWhy do Republicans keep inciting hate against usResist  MAGA  KAG2020  BlackLivesMatter", "0"
"1985","xora613","#BlackLivesMatter",2020-08-31 18:46:01.0,"RT davidwebbshow What happens if this goes further and a shooting war breaks out in Portland  antifa blacklive", "0"
"1986","jchris","#BlackLivesMatter",2020-08-31 18:46:01.0,"RT SOECPDX Follow Stand On Every Corner PDX for daily information about nonviolent familyfriendly protests around Portland Oregon St", "0"
"1987","Page_E","#BlackLivesMatter",2020-08-31 18:45:57.0,"This is WhitePrivilege Ill say it again  BlackLivesMatter endracism ", "0"
"1988","ha_literary","#BlackLivesMatter",2020-08-31 18:45:57.0,"So proud of our GWU students for standing UP BlackLivesMatter terfle ArielleEmcee NtEZBeingGreene gardnerwebb ", "0"
"1989","Eskor74","#BlackLivesMatter",2020-08-31 18:45:56.0,"RT enough14 Uprising in Johannesburg SouthAfrica After Police Murder of Nathaniel Julius  Reblogged from amwenglish  Read more ht", "0"
"1990","Tom886","#BlackLivesMatter",2020-08-31 18:45:55.0,"SifillLDF alexisgoldstein Yes hideous is the right word I was expecting him to say  lampshades or something else right out of the book The Rise and Fall of the Third ReichBlackLivesMatter JoeBidenKamalaHarris2020 DSA TheSquad AOC FAM46 RESIST BlueWave2020 DNC  Kenosha sheriff David Beth", "0"
"1991","WanderingChris1","#BlackLivesMatter",2020-08-31 18:45:51.0,"RT crystllsdchckn Over a thousand deaths caused by the US police in 1 Year BlackLivesMatter ACAB ", "0"
"1992","ClassicDeepCuts","#BlackLivesMatter",2020-08-31 18:45:50.0,"  Nights in White Satin by The Moody Blues BidenHarris2020 WearADamnMask BlackLivesMatter ", "0"
"1993","ToddBohannon","#BlackLivesMatter",2020-08-31 18:45:45.0,"WholeFoods is doing this 2 stamp out support 4 BlackLivesMatter There have been demonstrations at Whole Foods across the country in support of the Black Lives Matter mvmt  the company has been quick 2 take corrective action against those involved  ", "0"
"1994","FreeBlackMan","#BlackLivesMatter",2020-08-31 18:45:42.0,"RT FreeBlackMan 7yearold girl shot and killed in driveby shooting at childs birthday party in IndianaBlackLivesMatter but only f", "0"
"1995","envirolawprof","#BlackLivesMatter",2020-08-31 18:45:30.0,"RT SteveAHorn See train tracks in photo of BlackLivesMatter protests in Kenosha They carry coal to a power plant The tracks run by c", "0"
"1996","MajorVsvp","#BlackLivesMatter",2020-08-31 18:45:30.0,"RT CeoTrndy IAM Trndy ProJect BlackLivesMatter ", "0"
"1997","J4fauls","#BlackLivesMatter",2020-08-31 18:45:28.0,"RT AmericaFirstOrg Heres some love from BlackLivesMatter I want to put police in the graveI want to burn the White House downIf", "0"
"1998","rrnunez","#BlackLivesMatter",2020-08-31 18:45:25.0,"RT DadoftheDecade We are not safe in Trumps America His incompetence his chaotic failed leadership exacerbates every divide in our cou", "0"
"1999","xycochik","#BlackLivesMatter",2020-08-31 18:45:23.0,"JoeBiden TrumpIsAnAuthoritarian Its people like HIM inciting Violence  HATRED with their ugly RED HATS DumpTrump RegisterToVote VoteEarly2020 VoteOutRacism VoteHimOut TrumpRiots TrumpHasNoPlan blacklivesmatter JusticeForBreonnaTaylor JusticeForJake JusticeForGeorgeFloyd", "0"
"2000","xycochik","#BlackLivesMatter",2020-08-31 18:45:14.0,"BernieSanders TrumpIsAnAuthoritarian Its people like HIM inciting Violence  HATRED with their ugly RED HATS DumpTrump RegisterToVote VoteEarly2020 VoteOutRacism VoteHimOut TrumpRiots TrumpHasNoPlan blacklivesmatter JusticeForBreonnaTaylor JusticeForJake JusticeForGeorgeFloyd", "0"
"2001","kadbevins36","#BlackLivesMatter",2020-08-31 18:45:11.0,"This is great Im gonna go for a run Dont want to end up like a Donald TrumpIsNotWell RidinWithBiden BlackLivesMatter TrumpVirus BidenHarris2020 TrumpCantRideABike ", "0"
"2002","Derrick70112755","#BlackLivesMatter",2020-08-31 18:45:10.0,"7 burpees for 7 days to honor Jacob Blake He was shot 7 times in the same position we pray for him to rise again and lastly we lift or hands screaming dont shoot in prayer to God to stop the violence burpeesforblake BlackLivesMatter ", "0"
"2003","_ZachHopkins","#BlackLivesMatter",2020-08-31 18:44:59.0,"RT GenaAlly Mother of Nathan Julius JusticeforNathanielJuliusEldoradoPark Eldosprotest SAPS Bushiri boity BlackLivesMatter", "0"
"2004","CoachKLars","#BlackLivesMatter",2020-08-31 18:44:57.0,"Proud husband after sending this to my wife this morning and seeing her post as well Were in this together  keep the conversation going BlackLivesMatter ", "0"
"2005","RFD45","#BlackLivesMatter",2020-08-31 18:44:55.0,"This episode of podcastjust is a MUST LISTEN for Christians especially for those interested in BLM Clear biblical exposition on this movement Do Not Be Deceived THINK CLEARLY BlackLivesMatter  ", "0"
"2006","MAC_3423","#BlackLivesMatter",2020-08-31 18:44:51.0,"RT MAC3423 Sun shine or not we stand together time for a change  JusticeForGeorgeFloyd BlackLivesMatter HoustonProtests ", "0"
"2007","xycochik","#BlackLivesMatter",2020-08-31 18:44:50.0,"DonaldJTrumpJr TrumpIsAnAuthoritarian Its people like HIM inciting Violence  HATRED with their ugly RED HATS DumpTrump RegisterToVote VoteEarly2020 VoteOutRacism VoteHimOut TrumpRiots TrumpHasNoPlan blacklivesmatter JusticeForBreonnaTaylor JusticeForJake JusticeForGeorgeFloyd", "0"
"2008","BanCharlotte","#BlackLivesMatter",2020-08-31 18:44:50.0,"Pracken LiberalAF JoyAnnReid More unarmed blacks have been killed by BlackLivesMatter in 2 months then the cops last yearBLM  36Cops  14Say Her Name ", "0"
"2009","GoboMontaco","#BlackLivesMatter",2020-08-31 18:44:50.0,"The same twerps that support BlackLivesMatter also support the CreepyJoeBiden who engages in QuidProJoe PayForPlay deals with foreign entititesWe need IGotHairyLegs Joe like we need a national GreatDepressionIf he gets in that is EXACTLY what we will getHighTaxes  ", "0"
"2010","RassBariaw","#BlackLivesMatter",2020-08-31 18:44:49.0,"USMCCMCMarineCorpsBlackLivesMatterWhat time is it Sempre Fidelis", "0"
"2011","doingjustice","#BlackLivesMatter",2020-08-31 18:44:48.0,"This glimpse into RevDocBrendas journey in the NewYorker highlights why its so vital for faith leaders to foster personal spiritual transformation AND promote practical systemic reform aimed at undoing racism BlackLivesMatter ", "0"
"2012","Tonya66569046","#BlackLivesMatter",2020-08-31 18:44:47.0,"RT BrownBrandon503 MrAndyNgo ElijahSchaffer CassandraRules VivaLaHaley3 Chandler Pappas speaks at an anti sex trafficking rally and f", "0"
"2013","michaeldnaro","#BlackLivesMatter",2020-08-31 18:44:46.0,"dmarcushammond Actual BlackLivesMatter to the  SecondAmendment 2A", "0"
"2014","LunaFrizzle","#BlackLivesMatter",2020-08-31 18:44:44.0,"In case anyone forgot BlackLivesMatter  ", "0"
"2015","Arjuna21975","#BlackLivesMatter",2020-08-31 18:44:43.0,"RT shossy2 The MAGAts lined up in 600 trucks outside town wthe sole intent of causing chaos mayhem  violence They succeeded  now 1", "0"
"2016","mergirlmisty","#BlackLivesMatter",2020-08-31 18:44:42.0,"Heres a white man NOT complying with a LEO Cussing  screaming that the cop pulled a gun on him in front of his kidsHe didnt get murdered injured or tased Oh but Jacob Blake deserved it cuz he is Black Come on This is an example of white privilege BlackLivesMatter ", "0"
"2017","zoon134","#BlackLivesMatter",2020-08-31 18:44:39.0,"RT johncardillo There is no group more responsible for the increase in black on black murders than BlackLivesMatter terrorists", "0"
"2018","LatterGaySa1nt","#BlackLivesMatter",2020-08-31 18:44:38.0,"REMINDER we are protesting again Monday from 59 at the corner next to Deseret Book in Porter Park We want it to be our biggest night Tell all your friends post it everywhere come if you can every person counts BlackLivesMatter", "0"
"2019","BLivesMatterMS","#BlackLivesMatter",2020-08-31 18:44:34.0,"Black people are not getting justice like everyone else and thats a problem Golden Eagles defensive lineman Eriq KitchensUSMGoldenEagles we stand with youBlackLivesMatterMississippi BlackLivesMatter BLM UpliftBlackVoices ShutDownHate", "0"
"2020","dylanfandan","#BlackLivesMatter",2020-08-31 18:44:32.0,"BLMprotests  AntifaTerrorists BoogalooBoys Jesus Christians PortlandProtests blacklivesmatter JusticeForJacob JoeBiden DonaldTrump Random Thoughts from a Twitter Nonentity in an off the cuff tweetIf BLM protests were nonviolent there would be no excuse", "0"
"2021","SmithWinstona","#BlackLivesMatter",2020-08-31 18:44:30.0,"RT SmithWinstona Mother of woman harassed by BlackLivesMatter protesters says daughter refused to cave to mob pressure in raising clench", "0"
"2022","LilStormRogue","#BlackLivesMatter",2020-08-31 18:44:30.0,"toonami BlackLivesMatter blmToonami Says All Lives DONT Matter in CRINGE Black Lives Matter Speech This is WOKE PropagandaAug 31 2020MR OBVIOUS", "0"
"2023","jimmyv3","#BlackLivesMatter",2020-08-31 18:44:19.0,"RT MiamiHEAT UnitedInBlack Round 2 matchup set The stakes are higher but our purpose is still bigger than basketball BlackLivesMat", "0"
"2024","AWCM_Ret","#BlackLivesMatter",2020-08-31 18:44:18.0,"RT ThatPavaldo REMEMBER Republicans SCREAM that ALL LIVES MATTER as a protest against BlackLivesmatter OK so why then are they not", "0"
"2025","ppi_dave","#BlackLivesMatter",2020-08-31 18:44:13.0,"Being a BAME health worker in the pandemic has taken its toll Britain needs to stop pretending that COVID is an equal opportunities killer and stop being coy about race  via MindCharity BlackLivesMatter", "0"
"2026","Ladybug_Effect","#BlackLivesMatter",2020-08-31 18:44:13.0,"For those Christians that dont get why BlackLivesMatter Here ya go ", "0"
"2027","Yanko67332011","#BlackLivesMatter",2020-08-31 18:44:08.0,"RT foxygamesuk Nice after so many years IGN  other media outlets are making more concerted efforts inviting people of colour on", "0"
"2028","lexsaidthat","#BlackLivesMatter",2020-08-31 18:44:08.0,"RT lexsaidthat I am proud to say Dymon Boutique is now in BUSINESS so go SHOP for the cutes LASHES dymonboutique ", "0"
"2029","DaramolaNelson","#BlackLivesMatter",2020-08-31 18:44:06.0,"God save us from the copswhite BlackLivesMatter ", "0"
"2030","kurepatosansei","#BlackLivesMatter",2020-08-31 18:44:05.0,"RT pleaseh61899239 JacobBlake  BlackLivesMatter Take a look at this image and answer the following questions1 Whats wrong with this", "0"
"2031","AWomanHasNoN___","#BlackLivesMatter",2020-08-31 18:43:56.0,"There is nothing wrong with themThere is something deeply terribly disturbingly wrong with AMERICA And there always has been  BlackLivesMatter ", "0"
"2032","MykiAngeline","#BlackLivesMatter",2020-08-31 18:43:53.0,"Many white folks will spend their whole Saturday digging up dirt on an unarmed black man shot by cops in order to justify it but spend zero time taking action to better understand racial issues in America blacklivesmatter ", "0"
"2033","BewarePorcupine","#BlackLivesMatter",2020-08-31 18:43:47.0,"RT JennShaeffe BewarePorcupine OpenTheDebates DNC  GOP well just wait The Blood is on your hands Seeing as how that was your camp", "0"
"2034","rick_hoyer","#BlackLivesMatter",2020-08-31 18:43:44.0,"HOW BLACKLIVESMATTER KILLS BLACK LIVES ", "0"
"2035","blackhammerv2","#BlackLivesMatter",2020-08-31 18:43:44.0,"RT JosephJocker The New logo and concept art for my TCG Webcomic not out yet the First Deck should be on sale late September to earl", "0"
"2036","DavidSsandman","#BlackLivesMatter",2020-08-31 18:43:39.0,"RT bluemoonGG  Didnt say shit about BlackLivesMatterStolen contentUsing an emotional event to clout chase Remember the fake M", "0"
"2037","aktionkat","#BlackLivesMatter",2020-08-31 18:43:37.0,"Dont let our demands be kooptedAbolishpolice BlackLivesMatter ", "0"
"2038","glassperfection","#BlackLivesMatter",2020-08-31 18:43:29.0,"ScottNevins You know its sad that we are now measuring our President by the fact he can walk up some damn stairs youd think thatd be the last thing we should focus on BlackLivesMatter BidenHarris2020Landslide", "0"
"2039","edgery","#BlackLivesMatter",2020-08-31 18:43:24.0,"Powerful BlackLivesMatter ", "0"
"2040","itzahusername","#BlackLivesMatter",2020-08-31 18:43:24.0,"RT rawsmedia Tear gas flash bags  and rubber pucks are being fired right now at blm plaza dcprotest dcprotests blmprotest  ACAB blm", "0"
"2041","Laf20181","#BlackLivesMatter",2020-08-31 18:43:23.0,"RT rawsmedia This was last night this is the moment when protesters where chanting white silence is violence their speech was done protes", "0"
